Topic,Word,Tweets
6,good,@THEALFIEWORLD will conduct a free mint guys. I think all good fellows should know about it. I trust the project and I would love to see it guys for yourself. I know you may already know about it as well tho :) @Nft1Jesse @angrydwarvesNFT
6,good,"@SOLBigBrain In Devs we Trust

This is not a law or scripture but maybe should fall under common sense?

But the art is good, right?"
6,transparent,"💎StarryNift partners with https://t.co/lyIRV09F6E !💎
@gate_io is one of the global top 10 cryptocurrency exchanges with authentic trading volume providing safe and transparent transactions
https://t.co/RvoKUu4zx4
#NFT #NFTart #crypto #blockchain #cryptoinvestment https://t.co/ZJCCkRMVBn"
6,transparent,"@playermons This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successful. and I am here to really support your project.
@hongngoc4628
@bihadinh
@hoanguyen65178 #Airdrop
#NFT #Playermon #blockchaingame #PlayToEarn"
6,project,"Working out details of this python + solidity image generative nft project. Will use @chainlink vrf for randomizing contour, transparent and source images. will be on @0xPolygon and available @opensea #nft #nftcollecting https://t.co/TOevDz3NJo"
6,project,"My #NFT #FaMorie As an advisor to @daviddauphin &amp; his @LumibotsNFT team, I would highly suggest you take a look at this project. You know my values by now &amp; this project’s roadmap, art &amp; moral values will blow minds.. I’m speechless.. History in the making.."
7,lost,"@GabrielBeland11 @xd87411903 @soyelaguire @DeleAlIismo @devilhappy01 @InvictosSomos Counter ratio + I lost my metamask trust wallet, hacked roblox account i cant login into my account nft gangs i got banned i got hacked i need a sugardaddy pls help + i need a graphic designer"
7,lost,"Lol

lost my metamask trust wallet got hacked i need a sugar daddy have an essay due tomorrow and i would literally pay someone to write this essay ratio nft giveaway"
7,got,Don’t trust NFT founders if they live in LA. It’s the typical “75kg” thug. “I got this ppl trust me. Then has everyone else clean up his shit for him.
7,got,"Oh no! My Facebook got hacked I lost my metamask my trust wallet got hacked I lost my metamask I lost my trust wallet got hacked my Instagram got hacked my discord got hacked, NFT. Can someone write me an essay I want this on a t-shirt."
7,help,"If someone helps me sow the fields and tend the crops not only would they eat before I do, but every time I bake bread they get a loaf, and when the bakery has returns so will they. It’s not ethics it’s equity. #NFT #Metaverse #ETH"
7,help,10/10 NFT’s can help combat this problem and make our societal juggernauts more ethically responsible. As consumers we have a right to know what is going on in our world. NFT’s make the world we live in more transparent. If you found this insightful like retweet and follow!!!
7,account,un bug metamask trust wallet binance j'aurais need a logo or youtube intro ou p'tet sugar daddy que hacked instagram account ou un truc du genre bitcoin wallet lost nft meta crypto coins free + vrm flop mdrrrr
7,account,@TheStoryPainter my metamask trust wallet account was hacked my ig was hacked instagram hacked essay i need an essay written tomorrow coinbase bitcoin dogecoin nft i need gfx thumbnail banner need video edited i need essay written for me need need need crypto
7,metamask,@oszugg my metamask got hacked trust wallet hacked instagram account was hacked twitter hacked youtube hacked free robux need sugar daddy need sugar mommy please help my veve account spectrum internet down apex boosting fortnite boosting need graphic designer free gfx crypto NFT scam
7,metamask,@BrewsLament @unrealSuxel and @beestersrouis lost my metamask trust wallet coinbase bitcoin NFT instagram was disabled i need a sugar daddy i need someone to write this essay for me i need someone to make me a pfp and banner my opensea was hacked looking for need graphic designer logo banner aswell ! ! !
7,nft,"@pokmonsters_nft Thanks for giving us such a great opportunity. I am supporting it. always success.
Impresive and great project. I trust this project can be successfully.

@javedmansari
@SakiraCook
@jamal

#NFT #BSC #PlayToEarnGame"
7,nft,@you_93100 @Paulo_la_frappe bug metamask trust wallet binance j'aurais  need a logo or youtube intro ou p'tet sugar daddy que hacked instagram account ou un truc du genre bitcoin wallet lost nft meta crypto coins free
7,hacked,i need a logo graphics design write this essay sugar daddy sugar momma account got hacked banned metamask trust wallet help with my math homework sub badges twitch emotes how do i make money i need help recovering my hacked Coinbase instagram NFT s. Need emotes twitch
7,hacked,metamask support help metaverse support trust wallet support help Ethereum cardano Ada seed phrase binance support issue NFT stolen crypto not working binance coin bored ape lazy lion shiba inu trustwallet hacked dogecoin catecoin help cryptopunk solana help? @BidenInsultBot
7,trust,"@JagoeCapital I have been victim to this when I first come to Sol NFT's don't trust any infloencooors, but there are a selct few I do after a bit of research."
7,trust,"Excited to have been able to mint 3 @theothersideNFT with 2 rocking the Hawaiian Shirt Trait. 

In @tacocat5555 and team I trust and looking forward to seeing staking go live and milestones met. LFG

#NFT https://t.co/nunSHo3bYG"
7,need,@phrontisteryyy @LegionOfHardman Im sorry but I have to ratio you! Plus I lost my metamask trust wallet dogecoin Elon musk hacked I will pay someone to write this essay I need a logo bitcoin crypto nft I want to buy an nft #NFTCommunity bored ape
7,need,@Arlo20452091 i need this on a shirt i need an essay fast my account got hacked i need this tweet as an NFT i want to commission art i lost my metamask eth with trust wallet browser seed phrase i need help with my metamask hacked account coinbase binance account lost bitcoin wallet
7,wallet,@NFTethics 470Ξ transferred to 13 wallets of the team: https://t.co/fpvczAbwh5
7,wallet,@LeivasUlises My nft metamask trust wallet got hacked i need gfx
8,nft,"@steffnp @JasAnouna @NFT_NYC @Em0n33y @ChangeDAO @readtobloom @nataliaseth @davidzhorvath @camila_artwork @metagoodnft @OnChainMonkey @delphinoto @ew_corpse @taramoves @Habibagreen @arialxjade @Jen_Stark @idakvetny @lisacmayer Great call on @OnChainMonkey!! 

Our core values are #RISE:

Respect - we treat everyone with respect
Integrity - we strive for the highest ethical standards
Sustainability - we create for the future
Experimentation - we try new things to find better solutions"
8,nft,"I don’t accept payments for talking about any artist nft or crypto. I just post the art and crypto I like and I think has a solid future ahead. I will tell you what bags I’m holding for transparency but nothing is paid. If you vibe, you vibe. Ya dig?"
8,investing,"I didn't realize that spending 25 sol was a lot on an nft until i told my fren and his eyes got super wide 
(hes a trust fund kid btw who wears helmut lang hoodies, frankly i was surprised)

he also invests in *cardano*

i don't see it as spending, its investing 🧘‍♀️

so early."
8,investing,"Some people ask me, “Why do you have an actual picture of yourself instead of an NFT?”. I tell them that complete transparency is a huge part in starting an NFT because people are trusting you by investing their time and finances into you! 

#nft #NFT #NFTs #NFTCommunity"
8,bag,"@TIBoine @artbyjazi @NFTethics Yeah, wasn't saying it was legit because of that. Half of what they post is garbage or paid promo 🤷‍♂️"
8,bag,i'm glad to have my bags completely in NFT - only blue chips. the intrinsic value cannot be destroyed by falling prices. trust #YugaLabs trust #CloneX
8,vision,"Crafting the baby to look like a (cyber)punk. 
Mantra of the day: Hold the vision. Trust the process.

#NFT #NFTCommunity #NFTartist #b3d #nftcollector #NFTcollectibles https://t.co/BgM9YN0LJd"
8,vision,"@James23_C @GorillaMonkey13 @kanjiNFT1 Okay I’m not a member of #bayc &amp; I’m not choosing sides either. But to be fair, Yuga labs has proven themselves with their crafts &amp; vision. Sure at first you could ask why any #nft has value. But with every successful thing, there must something to trust structuring behind it all"
8,investment,"Never trust those who don't ""have skin in the game""!

.

.

.

#skininthegame #solana #blockchain #solanaszn $SOL #nft #cryptocurrency #digitalasset #skin #portfolio #investment #voting #technology #solszn #solanasummer #solanabeach https://t.co/uAy7EVWch0"
8,investment,"@JBTheCryptoKing #NFT AND #Crypto with $Divi by @DiviProject #DiviNation is very easy to use and has many investment options. $Divi it stands out for its 5 #masternodes and #staking that give good 
I trust $DIVI, I have grown learning with its community and with investment options."
8,moon,@0x_cat_ @NFTethics @moonbirds_xyz get em CAT!
8,moon,"This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfulI. Always be waiting for the progress of this project. To the moon 🚀🚀🛩
 
@phanhieu1298 @vunhung998 @dang_duytan 
#NFT #Pizzap #GIVEAWAY #PNFT"
8,link,"to do their own analysis. With all the progress @chainlink has made with VRF, all pack drops COULD be  demonstrably random on-chain but instead as a community we have to trust Dapper. Less prominent NFT projects have gotten dragged over meta data but this is as bad or worse (4/9)"
8,link,"In addition, @ElephantNFTS will be attending, which uses #Chainlink VRF in order to “bring trust and transparency to NFT Charity Donation Drives”. Every week, @ElephantNFTS hosts a donation drive called #StampedeSunday and verifiably distributes prizes to donors! 🐘🐘🐘 https://t.co/1PLVUgEbzZ"
8,term,"@BAYC2745 @psychedelic_nft Another reason in Voltura we TRUST. Transparency means accountability, legitimacy, integrity, inclusiveness and quality of budget decisions all of which could ultimately lend themselves to an even stronger PA community long term. ✊🏼✊🏼✊🏼"
8,term,"There are new NFT projects every single day, get into projects that you truly believe and they will grow with ya trust!!! @WhelpsNFT @NFTSiblings these are my long term holds!!! Just give it some time to marinade NOM NOM NOM"
8,trust,"What do voices that you trust sound like? 
My #nft #ART with my #original #experimental #MUSIC #song #abstract  #crypto #mystery #flow on #opensea   #nftmusic #meditation #philosophy @opensea 
 #eth on #polygon
https://t.co/qTXL2ecLjm via @opensea"
8,trust,"""In dollar we trust"" New work available on @makersplaceco 

https://t.co/GpRyfFZAft

#cryptoart #NFT #NFTs https://t.co/GkFxLMjoDJ"
8,long,"An unpopular opinion perhaps but here it goes: the NFT terminology is one example why we need more #WomenInNFTs. Many women I know told me they feel like they don’t belong when they don’t even understand what’s being said. Let’s make this space more, not less inclusive 🙏✊ https://t.co/Pn2vR7BdBo"
8,long,@StarcatchersNFT This is impossible when you're on the other side of the world with slow internet. I've tried the all three times and no luck. Is there anyway you guys could keep it open longer or do something more inclusive for us individuals on the other side of the world with slow internet?
9,invest,Don't forget they also have an incredible community with the most transparent Devs I have seen in #crypto working day and night just to answer the community's questions! #mandox #mandoxmilitia #invest #NFT #art #music #P2E
9,invest,"@hiveinvestments My reasons: 

🐝 Incredibly smart and engaged community via Twitter

🐝 Thoroughly detailed, and properly managed info releases.

🐝 Stunning NFT teasers

🐝 Transparency

🐝 Bees rule!"
9,sol,"@rovercrc I'd recommend $TEAM

The launch of T.E.A.M proffers a whole new solution in the #Cryptoverse as it consists of:

-#GameFi
- P2E
- Guild 3.0 functionality
- Transparent game assets management
- #NFT marketplace
- Ownership retainment features

#Crypto #Altcoins https://t.co/pvduF0wcuv"
9,sol,"@sinaEstavi If this NFT is not sold at a good price, the trust in its market will be lost"
9,new,"This project has a trust and advantage over many newly launched projects, because of its solid plan. @PokemonioToken $POK #Launchpad #NFT #Invest #gems #BSC #Binance"
9,new,"Good morning ☀️ 
Make sure to check out one of the best projects I’ve been in so far! @apeprojectnft 100% transparent team with an one of a kind utility! 
Also check out the newest giveaway to win a @doodles or @BoredApeYC Mutant! You don’t want to sleep on this!! #apestrong https://t.co/2FV2eD5s0V"
9,sold,@ApeModeNFT @zozaa46184628 @psychedelic_nft Do you know who bought your original Genesis for 0.969? They presumably sold for 4.3 ish to the current owner. They are perfectly entitled to do so but some moral responsibility surely lies there?
9,sold,"NFT tickets bring many benefits to the table:

1. Transparency &amp; accountability
Anyone can check the lifecycle of any ticket (i.e. the price it was originally sold for, what price it was resold for, how many hands it changed, …) &amp; its authenticity. https://t.co/h5zva5ZKuh"
9,want,"@AngelsDevilsNFT @Michelle_Hummel @QueerFriendsNft @Virago_NFT @EyesoFashionNFT Love the topic! As a game designer, a cishet white male game designer, I know our industry needs more diversity. I did a talk for a primary school one day during their ""code week."" At the end a little girl told me she wanted to be a game designer and I was so happy to hear it"
9,want,"“we asked our NFT fan club if they want NFTs in gaming, clearly no bias going on here” 🙃"
9,drop,"This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successful. and I am here to really support your project.
@Vikasch26513854 

@bihadinh

@ArunPra03528284 
 #Airdrop
#NFT #Playermon #blockchaingame #PlayToEarn"
9,drop,"""Trust Issue"" 

1/1 edition

 Available on @objktcom

https://t.co/reYqGTH9KK……… 

#NFTCollection #NFTCommunity #objkt #NFTdrop #nft #tezos￼￼ #CleanNFT￼￼ #NFTcollectibles https://t.co/gXNENkhvEw"
9,follow,"Hey #NFTcollectors!
Let's gather something rare.
One of them is here.

To enter: @Shakazulu_token

🟡 follow us
🟡 drop your wallet in comment
🟡 retweet, like

#Shakazulutoken #finance #fairness #NFT #NFTcommunity #NFTcollectors #SolanaNFT #Crypto #CryptoArt https://t.co/rzxv57Bpio"
9,follow,"GM. Woke up seeing a lot of Anime style NFTs Twitter promos. Jeez... Not doxxed, nothing, no base. Just COPY PASTA with a single block name and simply relying on WL engagements &amp; followers. 

Check out @NFTethics' tweet instead on these Twitter scams. 

#NFTs #NFTCommunity #scam https://t.co/h1IIlY2cDF"
9,dont,@NikiLeSunshine1 @asadlittlefish @izzzikim @PWarrenn @itisohm @CryptoStatuette @nygi_xxv @cryptopom1 @IndraTor @NFT_ish @Ducks_and_Leeks @Glitchythiev @GlitchOfMind @fra_ge_berlin @JeiDelete @mbrrranson @ImGlassCrown @nakimushi2021 @nekosmother @Barbiares Oh trust me I dont plan on stopping anytime soon! Many things in the making for the near future 👀😏
9,dont,"No one tells you how lonely it can be  starting out as an #nftartist

Your friends and family dont understand and the #NFT and #digitalart community dont yet know or trust you

And so you venture off into deep space hoping to touch down on the moon to make sense of it 🚀#NFTs"
9,nft,"@CryptObjektiff @everlensnft So far one of the greatest NFT projects around with low cap ! (3M), very transparent team !, you can check then on YouTube, awesome community !!

Building Bridge between Instagram with crypto trough NFT"
9,nft,@oCubann @MutantShibaClub @projectPXN Maybe maybe not let’s ask nftethics 😂
9,trust,"THE LAST CALL
Maybe we can, but is it really our role as a human to end love and trust? One lost from the earth will kill the soul of others.
.
Listed now on @formfunction 
https://t.co/q4rIfQuJh6
.
#StandWithUkriane #NFT #NFTs #NFTCommunity #NFTCollection #Solana #SolanaNFTs https://t.co/L0uNIKJYGy"
9,trust,"@tiltdfs @fcflio @HouseofKibaa idk i think thats too harsh, its such a new concept and one of the first NFT that is so incorporated with IRL, hard to expect it to have gone flawlessly, im ok with A for effort here and trust they will adjust/adapt"
10,wrong,"@Cardinal_nft @bushdoctor77 @KhanzadaZarrar @UNHumanRights So you can't be swift to conclude that one side is wrong, it's all about the perspective you view it from. If you are Russian or in the shoes of Putin, trust me, you won't make such comments. Once again, the killings aren't justifiedble but they are inevitable"
10,wrong,"@CryptoTalath @dropacid8 @tropoFarmer They do but its also about trust. They have a small team for a reason. When you sign to list your nft on opensea, all that does is allow opensea to transfer your nft. If they hite the wrong people then imagine what would happen with all those BAYC listings."
10,fud,@NFTethics @yugalabs So what's the fud? Drop some FUD bruh so that we can buy BAYC/MAYC/$APE on the cheap.
10,fud,"I just can't stand people flexing money fudding people. Soft rugs are even worse than scammers. 

Choose wisely who you will trust, and keep safe in the NFT space. Money makes people show their real faces.

""WGMI"" is an illusion they want you to believe in 😉"
10,nft,This shield is for the authoritarian that values transparency #NFT #nftcollection #NFTs https://t.co/6ItWH74WJK https://t.co/eNIIqdgwqo
10,nft,"@shiba_family_m @xsunxchild @shibafamily_nft No worries Mike! In Shiba we trust.
We look forward to the future mint and rocking it together 🍻"
10,probably,"Retiring carbon in the Toucan dApp https://t.co/uN0XoFYYuo will soon™️ get you an unique offset NFT certificate 🌳.

How to share your impact story with on-chain transparency? 🔍✨🌏

Simple! 

Tweet the proof of your retirement &amp; use #trustyouroffsets for... probably nothing👀"
10,probably,"@millertime_72 @NFTethics @WeatheReportNFT @zachgoeshard @nevermindwill this is all nft ""ethics"" does, ironic they are completely unethical. basically just a hit account, probably paid to do so."
10,care,"@UGEplex @RussellZee @blackrue The moment I saw this was some kind of NFT project my surprise went to 0%

NFT folks have no moral compass. They only care about getting a paycheck."
10,care,"Finally, I ask you to be more careful to buy and trust a collectible so that you do not get involved in these negative energies like me.
And know that in #nft space you have the right to have your own strategy and buy and sell what you paid for at your desired price."
10,try,"KuCoin NFT Marketplace Windvane Releases Genesis NFTs! 😍😍😍
Windvane is a more open and inclusive decentralized NFT marketplace powered by KuCoin, which will serve as a driving force in the industry. 
To the moon! 🚀🚀🚀
@kucoincom @kucoinwindvane @KuCoinVentures"
10,try,"@GoldenBoyGrey1 @MRGOATNASTY @PangaeaGame I'm a little bias in having my focus on Cardano. I'm trying to bring in a few different artists as well. I'm hoping to find some musicians who will take some time to perform some new things. Then have NFT's they can sell. A channel to distribute some tasks and have ""shows"""
10,shit,"@beeverOne Trust me, I'm so not getting my shit together in this nft thing, feel damn lost"
10,shit,@NFT_wannabee You’ll love it here TRUST ME we found this shit so early
10,understand,"@TEWZ1 I get it but things are a bit different as I understand here.

Most NFT creators are anonymous as compared to physical creators, so trust is a big thing here. That's why interaction is needed.

Unlike physical art, any random person can get recognition in NFT relatively easily."
10,understand,"@pxRobos I'm kinda new to the NFT space (started 1 month ago), for now I like listening to devs and their spaces and AMAs to better understand who I can trust in this world and their commitment to their projects. So I can def provide recaps of those to the community if needed lol"
10,trust,The group is entirely solid and I trust they can convey the full execution of the task. Keep doing awesome.Just take it and move forward to your dream. #nft #clx $clx #playtoearn #axieinfinity #blockchain #IDO #nftgaming #cryptogaming #Altcoin #launchpad https://t.co/ZZHNapg3Nn
10,trust,@josephmdurso Just everyone be careful. I had over 10k stolen on @FootballIndex. On the verge of losing everything. Non of it is our fault. Joey as been helping fight the battle for redress. Be very very careful. Id never trust crypto or anything nft ever again personally.
10,process,"I truly believe the ones that will succeed in this #NFT space is those who are patient. Don’t rush the process, trust the process."
10,process,@michonETH Hugs bby🤍 trust the process!
11,attraction,"I trust this is a faithful project.The projector has a lot of attractions so hopefully the project will be better in the future and will be the best.I love 

@LiliGea2
@SebutNamaku2
@Hardidolay
0x1126E87FB200f863Ec981C57AF0D7136E39D3526

🚀 #airdrop #nft  #givaway"
11,attraction,"I trust this is a faithful project.The projector has a lot of attractions so hopefully the project will be better in the future and will be the best.I love it
https://t.co/RJatuiNZYl

#FourGods #NFT #PNE #MMORPG"
11,yes,@jpmm_21 @SpeculatorArt @cagyjan1 @crypto_raiders @GalaxyFight_NFT @WhelpsNFT My eyes opened when I saw the transparency of the @PegaxyOfficial team
11,yes,"for real though - 
everyone take a break from entertaining these scammers 

yes, there was some poor decisions by @MagicEden_NFT BUT this only means we push for BETTER security from projects AND marketplaces/launchpads 

transparency is the goal"
11,buying,@Lacruzs1 @Micks2B @LFC Liverpool could issue tickets as NFT’s which would allow people to resell them without making a profit. It will solve the problem of ticket touts and also remove the trust needed when buying from another source. You’d know it was official and transferrable truslessly.
11,buying,Make sure you say *NFA before you help a normie get rekt on an NFT avatar project.  They literally have done zero research and are just buying bc they trust you and if they lose money its your fault regardless if its actually your fault.
11,hopefully,"@SlimooGame 💕The project has a lot of attractions so hopefully the project will be better in the future . I trust this project can be successfully.😍😍
@rajavaiyoutuber
@SDRakibHasan300
$SLIMOO #PlayToEarn #PlayToEarngames #PlayToEarnGame #NFT #NFTs #DeFi #BSCGems #Airdrop  #GameFi #Gleam❣"
11,hopefully,"@Bafifinancee @gate_io The project has a lot of attractions so hopefully the project will be better in the future . I trust this project can be successfully.

@mialiton055
@mdbijoy260
@TapasBD1357

#BAFI #BAFIGAMES #NFT #GAMEFI #DEFI #BNB"
11,future,"@TNR_game It is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfull. Always be waiting for the progress of this project.

@BillaTusar
@kor_opu
@BithiKhatun7

#NFT"
11,future,"@YoomanRobots A good project and strong team in a predictable and transparent road map , planned and project I think in the near future we will see an unprcedented growth of this project .

@BundaAiz88
@acca111
@ptyunbo

#LegitCommunity #NFT #MATIC #Yooman_Robots #Airdrop #Bitcoin #moon🚀🚀"
11,trust,"... someone to have a working relationship steeped in trust, ESPECIALLY in the NFT sphere where people work off trust constantly. Trust that when the dust settles you'll be paid out. I've been BTS on a few projects and seen how things tick and its extremely common practice..."
11,trust,I trust that degens will make me money #NFT #monkeybetdao https://t.co/PjsQH6oFX6
11,project,"Gm #NFTCommunity 💜☕️

What's your plan for this lovely Sunday?❣️

Transparency is important to us, so we'll be hard at work developing our roadmap, so you all can see our plans for the project 🥰

#NFT #NFTs #NFTDrop #nftart #NFTProject #NFTartist #NFTDrops #NFTCollection"
11,project,"@leaf_swan @ExpansionPunks I didn't think that far ahead🤣🤣
but I have #Xpunks to give but i also have other Inclusive NFT projects ..
I'm just a a maniac who loves Nfts..
lets give em away...matter fact it may be a surprise from a new discovery ..woop"
11,better,"@BenS_MTG Think of how much better mtga would be if it had a co-operative ownership model or a sort of union. If someone put together a bottom up, player owned CCG, I would definitely invest in it to pay the designers and get some sort of equity. Blah blah blockchain NFT cards etc too."
11,better,"@TheMindOfSlyme @thetitanborn Yeah like it's okay to be skeptical but we should not be jumping to conclusions or demanding transparency like this , I know you're a great guy and you're only worried about creator getting false hopes but we gotta stick together to make NFT community stronger and better"
11,best,"@novocrypto I totally agree here. There’s three layers. 

1/ Anonymous - don’t know person or record. 

2/ Pseudonymous - know and trust the avatar and their track record. 

3/ Known - can recognise and trust the person and their track record. 

2/ and 3/ make for best NFT projects."
11,best,"Millionaire Raccoons (@MillRaccoons) is one of the best and most transparent #nft projects that I've seen.

The roadmap is clear and the perks are awesome! Only 500 of them with free NFT from future projects!

This is going to the moon!

https://t.co/65De70I49O"
11,lot,"@mamashellson @NotYourBroNFT @GirliesNFT @Crypto__Chicks @WomenTribe_nfts When presented with new info, we all have to pivot. Being married to @melissa_nft has helped me learn that, &amp; it’s a life long process!! The last several years have taught us all a lot about racial justice &amp; gender equity in particular. I’m grateful for the opportunity to learn!"
11,lot,@dt_chain @CryptoDadsNFT are building a brand that will be around for decades. Fully doxxed and transparent communication with community. Accepting input from community for items in our nft world. Following through with every step of roadmap. And a lot of exciting things happening soon! https://t.co/SFNJpsU1ZD
12,ethereum,"@buckstablecoin This is excellent project for the future with strong team, a transparent, planned and project roadmap it will be successful.

@DilawatyH 
@Arbynh1 
@Arifegy2 

#Defi #crypto #bucknbevy #NFT #airdrop #giveaway #nftcollector #ethereum"
12,ethereum,Stand against racism with this NFT for a cause. Ethereum Machine - For Equality (Special Release) 1/1 collectible (Set @ 1 ETH or start a bid. https://t.co/6jRNpHtjQ5 #NFTs #ethereum #NFTCommunity #racism #nftcollector via @rarible
12,solana,@FranciscaSBrag2 @catoletters @tearsintherain1 @BorisJohnson @Bundeskanzler reply guy + metamask support help metaverse support trust wallet support help Ethereum cardano Ada seed phrase binance support issue NFT stolen crypto stuck not working binance coin bored ape lazy lion shiba inu trustwallet hacked dogecoin catecoin help cryptopunk solana help?
12,solana,"@bark_solanabc Impresive and great project. I trust this project can be successfully..
@adjie_enyoy 
@amiraja12345 
@Adi17844246 

#bark #barkonomics #barktoken #barktothemoon #bark_solana #SolanaAirdrop #NFT"
12,nft,"The community is everything. We are going to work to have a strong Clan. 
Communication 
Trust
Long Term Value to the Clan
Protection 
We problems w/ #NFTProjects. FTC will not have the same problems that kill momentum and value. 
#nft #NFTCommunity
#metaverse #NFTCollection"
12,nft,"@BoboCloud @t_Shatterhand @stalker_thegame Its improving one step at a time. But it's DLC everyone çan issue, verify, exchange,  that are transparent and that you can code. Give it a decade! we're super early. There's only about 800k users worldwide owning an nft. Nascent technology."
12,coin,"@MaxxiCoin i trust An excellent project with strong team

@denjenArt
@BundaAiz88
@ay_hanifa

3u7vY3gWDMT4PE6U2Abx5dcUWvBb18MQaZLt8APWQhj6

$SOL #Solana #memecoin  #SolanaAirdrop #NFT"
12,coin,"Day 102 - For the #FlokiVikings 🔥

@RealFlokiInu 🧡

~ In times like this its important to just #Hold &amp; Trust the process 🙏🏻 I mean you can't loose if you won't sell 😏😉 #Floki will 🚀🌕

#Shieldwall #HODL #Crypto #Memecoin $Floki #Valhalla #Metaverse #NFT #P2E #DEFI #BTC #ETH https://t.co/0nt3bUsELU"
12,working,"OpenSea Collection: If I can stop one heart from breaking, I shall not live in vain. #12
Price: 1 $ETH. A part of the proceeds from this collection will be donated to organizations working for the realization of gender equality.
#nftart #NFTCommunity 
https://t.co/SfYcy3FLNq https://t.co/GN3bfLn5t2"
12,working,"The top 5 trends changing the face of #digitaltransformation: 
• #Cloudtechnology 
• #Hybridworking model 
• Investment in AI and machine learning 
• Transparent private policies 
• Blockchain technology, NFT’s and the Metaverse
https://t.co/Nvy4dASHjm https://t.co/zwADvVqKBD"
12,trust,"Again I should give you a good advice: do not trust but verify. Scammers developed new approach to empty your wallets by using deep fake technology. They are preparing bunch of videos of famous and popular persons from crypto world. Be aware!

#NFT #NFTCommunity https://t.co/d8OHLbXnS2"
12,trust,I trust this project can be successfully   @FURKAN11490106 @cherrycherryTDP @Avin73253785 #GamesPad #GMPD #launchpad #gaming #metaverse #NFT
12,ape,"AoM #whitepaper is clear and transparent, expect the team and al releases from the start!

#NFT #PlayToEarn #NFTGAME #Crypto"
12,ape,@JuicyPiano @ottsh0t lost my bitcoin metamask etherium trustwallet need this on a t shirt dogetothemoon crypto opensea down nft tsla doge shiba shirt coinbase wallet account crypto nft metamask wallet account trust wallet raymond boxmetamask eth paper please trust wallet browser history sugar daddy
12,issue,"🦖🦕 👉🏻 https://t.co/wPeRKvTrEA 

💥Get the fun collectible NFT, PixelSaurus, which embraces diversity, inclusivity, disabilities and mental health issues - MarketWatch https://t.co/lXJMh8PvMm"
12,issue,"@fleung22 @BinemonNft I will try and see what I can dig up this weekend, Ive been meaning too.
The NFT market is an enigma for sure.
It is a highly lucrative, blind trust secured market with minimal real world transparency.
Besides these ""normal"" core NFT issues Binemon has been updating reguraly 🖖"
12,help,"To collectors: please consider that you’re voting with your dollars for what you want more of in the NFT space. 
My intention with this thread is to provide some food for thought to the #NFTCommunity to help foster innovation, transparency, self reflection and quality. (16/16)"
12,help,@Sakamaird Oui bro mais faut pas oublier que need help recovering my hacked Coinbase instagram meta mask and trust wallet account nuklio bleach Urahara chapelure trust wallet binance j'aurais  need a logo or Twitter intro ou p'tet que hacked instagram account ou un truc du genre nft wallet
12,support,"Please support @UNHumanRights @free_equal by buying woman led project on #IWD2022. We will donate 5% of NFT sales once the collection sells out!

0.025 ETH (Polygon)
Edition 1/1 NFT: https://t.co/cfgxqKWv5V
#WomenInNFTs #NFT #BreakTheBias #equality @opensea https://t.co/fl37ruE46n"
12,support,"If you’re looking for examples on why it’s difficult for women feel comfortable in the #nft space -read the comments in this thread. 
Sending you big love and support @HawkwardArt 
#equity #inclusion"
13,fan,"I’m not a fan of nft anything because it just doesn’t feel inclusive somehow?? but like, of course I’m here to be supportive (but again let faith in the future not be about NFTs please)"
13,fan,@CVBelieve You HAVE to buy some @BMC_NFT tomorrow if you like making money. I'm also a lifelong Bucks fan so you can trust me anyday
13,appreciate,@PA_1770 @TheOdaverse @psychedelic_nft @MadRabbitsRC @Husson6171 @tylerf232008 @PennySavage100 @welchy9136 @ShiftyMunkey9 I appreciate your transparency and also you thanking everyone for entering! You really are one of a kind in this space so keep doing you 🙏🏼❤️
13,appreciate,"🚨 Wings of peace collected by @HowdyDooNFT 🚨

⚜️Dear Howdy I appreciate your trust💙❤️ It's my pleasure to see my artwork in your great collection

🔺 I wish you all the best✌🏻

🔺Only 2 Edi left

📌Link https://t.co/PDJfrAw7QP

#Nft #nfts #peace #StopPutin #UkraineWar #nftart https://t.co/EljnKzc7gO"
13,value,"@gomez_sharks 100% transparency. typically, i use events like this to sell before the giveaway because price of coin/nft almost always drops way below value of what is being offered after lol 

for these and this project? i've minted 6 so far and am planning on doing 4 more to lock in the drop"
13,value,"This week, we are launching NFTs on Instagram! Though this test is starting with a small group of creators, we're excited to soon bring this to athletes who will showcase, display, and add  value to the many diverse NFT projects they are leading and participating in 📈📈📈 https://t.co/ruCVTDGpct"
13,info,"For transparency, I’d like to inform all delegators that WISH Pool is not scheduled to mint a block this epoch. After IOG delegation left, it may be a few months before our next block. In meantime, we are working on an NFT project that should be out next month. Stay positive! https://t.co/eMiXQ8Yjtr"
13,info,"NFT (Marketing) Radio 101.1 with @tustont  and @LauraDoodlesToo was so wholesome and refreshing, as well as inclusive and informative, as it should be! Amazing humans paying forward and trying to help newcomers to the space! I am forever grateful for these kinds of talks!
#NFTart"
13,story,"@NFTethics I think history will also judge the so called “Real Influencers” who refuse to call the Scammers. They tweet about it but never mention any names. The worst thing, some are tagged in Scammers posts and others even FOLLOW confirmed Scammers."
