,Tweets,Url,User,file,followersCount,likeCount,metionedUsers,retweetCount
24318,got back,https://twitter.com/NFT_Awareness/status/1514971210827841550,NFT_Awareness,ethics,5079,3,"['johnsborja', 'cryptoShields', 'rugpullfinder', 'NFTethics', 'zachxbt', 'NFTherder']",1
24334,yet nftethics looking chain looking thing arent wrong justin liking moonbirds gifting free stuff friend compiling thread say much say nothing time,https://twitter.com/Loopifyyy/status/1514969284145037315,Loopifyyy,ethics,201015,363,['NFTethics'],8
24340,regard another founder quite article Treehouse former company laid close staff without severance pay sold mansion million bought boat Anyway priority,https://twitter.com/NFTethics/status/1514967294027390987,NFTethics,ethics,80846,179,['ryancarson'],16
24341,regard people involved article titled Inside Story Never Big Hit might interest generally see success story generally always another side,https://twitter.com/NFTethics/status/1514967280236572679,NFTethics,ethics,80846,136,['kevinrose'],10
24342,explains people Proof Collective holder able mint Quantum NFT explains Justin Aversano love MoonBirds,https://twitter.com/NFTethics/status/1514967263446806532,NFTethics,ethics,80846,116,,5
24343,never heard FlamingoDAO exclusive group wealthy people invest together kind NFT project quite lot DAOs sort mini VCs within NFT space,https://twitter.com/NFTethics/status/1514967243649691650,NFTethics,ethics,80846,168,,17
24344,Justin Rose part VC True Ventures together GaryVee invested Justin Aversanos Quantum Art FlamingoDAO Justin Gary part invested Quantum Art explains Aversano via TwinFlames wallet paid ETH,https://twitter.com/NFTethics/status/1514967220979384325,NFTethics,ethics,80846,127,,6
24345,nepotism completely standard NFT space fact GaryVee Gennady brother AJ Beeple old friend received Proof collective free standard saw quite lot old friend received proof collective free,https://twitter.com/NFTethics/status/1514967207301820419,NFTethics,ethics,80846,174,,14
24346,mentioned check purchase proof collective many wallet contains proof collection floor ETH Wash trading common many project day even noteworthy anymore,https://twitter.com/NFTethics/status/1514967186665787393,NFTethics,ethics,80846,146,,11
24347,people contacted u ask opinion minting tomorrow ETH would take million USD ecosystem usual many afraid speak want offend powerful WebNFT influencersVCs,https://twitter.com/NFTethics/status/1514967169347563520,NFTethics,ethics,80846,832,,203
24381,Sad see,https://twitter.com/zachxbt/status/1514653555482841095,zachxbt,ethics,338180,5,"['NFT_Awareness', 'cryptoShields', 'rugpullfinder', 'NFTethics', 'NFTherder']",0
24383,insane Twitter banned dozen scammer due effort even said banned scammer cryptoshields report Im disgusted r target,https://twitter.com/NFT_Awareness/status/1514634951265771525,NFT_Awareness,ethics,5079,4,"['rugpullfinder', 'cryptoShields', 'NFTethics', 'zachxbt', 'NFTherder', 'TwitterSafety']",0
24386,truly unacceptable,https://twitter.com/rugpullfinder/status/1514626469275873280,rugpullfinder,ethics,62324,13,"['NFT_Awareness', 'cryptoShields', 'NFTethics', 'zachxbt', 'NFTherder', 'TwitterSafety']",1
24387,hopefully point see connection Hint,https://twitter.com/NFTethics/status/1514626464808849413,NFTethics,ethics,80846,7,['NickJobe6'],0
24414,Elon Musk wanting buy Twitter fit common trend billionaire wanting buy clout via medium company Jeff Bezos bought Washington Post Changpeng Zhao Binance invested million Forbes truth matter many influence,https://twitter.com/NFTethics/status/1514591253916262403,NFTethics,ethics,80846,328,,52
24442,wrote thread inside thread expand IRS tax trap quick google search coinbase compelled govt doxx anyone TRADES USD YEAR Sell coinbase nft reported IRS,https://twitter.com/NFT_Awareness/status/1514248034858803209,NFT_Awareness,ethics,5079,2,['NFTethics'],1
24443,mint coinbase NFT ETH sell ETHassume thats worth k usd detail sent govt Theres many people get rekt hard payin tax year get swept obvious IRS trap,https://twitter.com/NFT_Awareness/status/1514247432456093698,NFT_Awareness,ethics,5079,2,['NFTethics'],0
24444,Wait till degens think ahve pay crypto tax start using coinbase govt requires coinbase send info people meet threshhold trading total given year buy ETH CB n sell detail sent govt,https://twitter.com/NFT_Awareness/status/1514246334190075911,NFT_Awareness,ethics,5079,1,['NFTethics'],0
24445,huge flash pump dump Bitcoin Cash released caused go USD quickly within day destroyed liquidity issue Rich people made billion alone coin listing Ppl need wake f,https://twitter.com/NFT_Awareness/status/1514245914491240450,NFT_Awareness,ethics,5079,1,['NFTethics'],0
24446,Thats thing think people understand COINBASE decentralization make big great web nft exchange operate make money want people opensea OS get fee sale,https://twitter.com/NFT_Awareness/status/1514245596227457029,NFT_Awareness,ethics,5079,2,['NFTethics'],0
24447,bullish coinbases nft exchange raising floor item opensealooks rare would Sure allow transfer coinbase nft platformpresumably wallet opensealooksrare F would normies want,https://twitter.com/NFT_Awareness/status/1514245323782246401,NFT_Awareness,ethics,5079,3,['NFTethics'],0
24448,think coinbase end sucking lot people never leave endless dungeon creates better customer exp obviously ETH TX fee likely mechanism place refund stolen NFTsif centralized,https://twitter.com/NFT_Awareness/status/1514245077111119872,NFT_Awareness,ethics,5079,3,['NFTethics'],0
24449,centralized thing coinbase lock lot people dungeon would normie want come opensea looksrare pay gas fee coinbase would super smart make centralized exchange ETH TX feesL lik Ronin,https://twitter.com/NFT_Awareness/status/1514244847602966541,NFT_Awareness,ethics,5079,3,['NFTethics'],0
24450,One main problem coinbase NFT ability centralize itthink L none ETHwhatever spent leave coinbase Coinbase million user NFT exchange make,https://twitter.com/NFT_Awareness/status/1514244543222358022,NFT_Awareness,ethics,5079,2,['NFTethics'],0
24451,thread look good far interested see exactly getting money trust coinbase first started neither anyone Coinbase capture many regular people trap centralized hole,https://twitter.com/NFT_Awareness/status/1514244263709745152,NFT_Awareness,ethics,5079,10,['NFTethics'],2
24456,thread serf background upcoming thread VCs often cynical people exactly know world work abusing naive goodhearted people teenager artist etc blissfully ignorant benefit agenda,https://twitter.com/NFTethics/status/1514238707192246278,NFTethics,ethics,80846,35,,5
24457,already seen many successful crypto lobbyist US spending lot money Coinbase Ripple Blockchain Association spent million lobbying surprised draft legislation clueless government,https://twitter.com/NFTethics/status/1514238704470134790,NFTethics,ethics,80846,28,,4
24458,Higher tax rate incentivized people consider offshore tax haven andor country favorable tax regime expense average people job financial mean make worthwhile,https://twitter.com/NFTethics/status/1514238697880887309,NFTethics,ethics,80846,17,,0
24459,irony sad reality increasingly smaller group hashad pay increasingly higher tax order compensate people corporation able use kind illegal loophole minimize societal contribution,https://twitter.com/NFTethics/status/1514238695368450055,NFTethics,ethics,80846,19,,0
24460,anyone try make critical comment completely ridiculed others freely say one care art money hypocritical become art space,https://twitter.com/NFTethics/status/1514238692667310080,NFTethics,ethics,80846,27,,3
24461,Many influencers artist care money coming hint LooksRare long make money people buy art enormous amount happy say great beneficial Changing narrative sometimes help,https://twitter.com/NFTethics/status/1514238687080591360,NFTethics,ethics,80846,33,,2
24462,Counties Canada happy welcome rich people Iran using question asked policy one example could equally mentioned many country make point many country similar policy,https://twitter.com/NFTethics/status/1514238678683557894,NFTethics,ethics,80846,19,,0
24463,country get economically embargoed always find new creative way circumvent surprise Iran became important crypto hub TornadaCash often used obfuscate source fund reason,https://twitter.com/NFTethics/status/1514238670760464389,NFTethics,ethics,80846,13,,0
24464,genius understand lot dirty money shifted crypto art world notorious corruption money laundering potential,https://twitter.com/NFTethics/status/1514238663995138049,NFTethics,ethics,80846,14,,1
24465,According IMF provides conservative estimation billion trillion USD illicit money laundered drug money offhore lesser regulated jurisdiction Paraguay UAE even USA,https://twitter.com/NFTethics/status/1514238658177605632,NFTethics,ethics,80846,11,,0
24466,Take UK example could many country Britains Overseas Territories Anguilla Bermuda British Virgin Islands Cayman Islands Gibraltar Montserrat Turks Caicos Islands tax haven,https://twitter.com/NFTethics/status/1514238651512856580,NFTethics,ethics,80846,13,,0
24467,According Nicholas Shaxson wrote book Treasure Islands Uncovering Damage Offshore Banking Tax Havens around trillion quarter world wealth go untaxed offshore tax haven,https://twitter.com/NFTethics/status/1514238645431152640,NFTethics,ethics,80846,23,,0
24468,wealthy Russians obtained British citizenship part program granted visa foreigner exchange investment real estate Dirty money real estate became entangled,https://twitter.com/NFTethics/status/1514238636652388355,NFTethics,ethics,80846,18,,1
24469,Years ago already well known course action ever taken Everyone benefited shortterm view ultimately eroded people appetite pay tax sense justice dirty money venture capital became entangled,https://twitter.com/NFTethics/status/1514238631057268747,NFTethics,ethics,80846,17,,1
24470,could mentioned many country Russia war notice fact frequently published serve underlying agenda,https://twitter.com/NFTethics/status/1514238625722085387,NFTethics,ethics,80846,16,,1
24471,RussiaUkraine war see grander scale hypocrisy always existed many country benefited year taking dirty money rich individual,https://twitter.com/NFTethics/status/1514238621628485633,NFTethics,ethics,80846,17,,1
24472,digitalization world made physicalcountry border le absolute fluid even nonexistent extent look market capitalization Big Alphabet Google Amazon Apple Meta Facebook Microsoft,https://twitter.com/NFTethics/status/1514238615374958610,NFTethics,ethics,80846,14,,0
24473,already known decade variety reason government chosen anything wealthy lot influence complex country competing term favorable tax regime,https://twitter.com/NFTethics/status/1514238612841373696,NFTethics,ethics,80846,18,,0
24474,equally wellknown big corporation make deal many country allow favorable tax rate average Joe use sort smart offshore construction minimize tax,https://twitter.com/NFTethics/status/1514238610144378883,NFTethics,ethics,80846,20,,0
24475,wellknown Big Four accountancy firm involved writing many government tax policy favor wealthy individual corporation main client Without gray area accountant would able make money,https://twitter.com/NFTethics/status/1514238604104581129,NFTethics,ethics,80846,19,,1
24476,event make question actually rule world possible abused system eg bank actually rewarded bailed talked perverse incentive,https://twitter.com/NFTethics/status/1514238596865310729,NFTethics,ethics,80846,28,,0
24477,power balance always shift towards largest financial pocket seen Financial Crisis basically bank bailed government kind uninteded sideeffects,https://twitter.com/NFTethics/status/1514238593837015040,NFTethics,ethics,80846,23,,2
24478,Hypocriticalopportunistic government partly blame financialsocial inequality see bigger picture whats currently happening world better understand full scale,https://twitter.com/NFTethics/status/1514238586580873220,NFTethics,ethics,80846,24,,0
24479,Contrary popular belief problem capitalism like hypocritical government civil servant milk tax system pay salary justify existence,https://twitter.com/NFTethics/status/1514238584089423875,NFTethics,ethics,80846,32,,0
24480,upcoming thread VCs thought would good first give additional background understand context connection making simplified version brevity purpose,https://twitter.com/NFTethics/status/1514238581413486598,NFTethics,ethics,80846,147,,26
24481,think saying new anti scammer using logo wondering,https://twitter.com/NFT_Awareness/status/1514238398281752578,NFT_Awareness,ethics,5079,2,"['1337xbt', 'cryptoShields', 'Yao62816288', 'rugpullfinder', 'NFTethics', 'NFTherder', 'Ammo9168', 'ErrorZer0invest', 'NFT_watchdog', 'Rug_Watch', 'nftscamtracker', 'NFTScrutiny', 'PeckShieldAlert', 'peckshield']",0
24485,Maybe part team yeah logo,https://twitter.com/NFT_Awareness/status/1514226753920811015,NFT_Awareness,ethics,5079,1,"['Yao62816288', 'cryptoShields', '1337xbt', 'rugpullfinder', 'NFTethics', 'NFTherder', 'Ammo9168', 'ErrorZer0invest', 'NFT_watchdog', 'Rug_Watch', 'nftscamtracker', 'NFTScrutiny', 'PeckShieldAlert', 'peckshield']",0
24493,tweet written always change couple thing make sure fit Twitters character limitation timeconsuming task adding around attachment average per post,https://twitter.com/NFTethics/status/1513978664366583811,NFTethics,ethics,80846,4,,0
24498,almost finished big thread VCs including many attachment usual dragging dropping one attachment many suddenly whole thread gone Twitter unfortunately doesnt auto save function wait till tomorrow,https://twitter.com/NFTethics/status/1513977427126542348,NFTethics,ethics,80846,116,,2
24504,Follow anti scammer stay aware latest issueshacksscams Add anti scammer Thanks,https://twitter.com/NFT_Awareness/status/1513890695936974854,NFT_Awareness,ethics,5079,21,"['rugpullfinder', 'NFTethics', 'NFTherder', 'cryptoShields', 'Ammo9168', 'ErrorZer0invest', 'NFT_watchdog', 'Rug_Watch', 'nftscamtracker', 'NFTScrutiny']",10
24524,know therefore explicitly mentioned tweet picture date back Katie Haun recently left az Asiff Hirji Mike Lempres changed position,https://twitter.com/NFTethics/status/1513622695337996296,NFTethics,ethics,80846,9,"['cryptoisnice', 'balajis', 'coinbase']",0
24527,Tomorrow big thread VCs understand deep tie Andreessen Horowitz az Coinbase example picture date back many big player including quite billionaire,https://twitter.com/NFTethics/status/1513621657654644737,NFTethics,ethics,80846,142,,25
24585,Many VCsinvestors claim love everything Web transparency fact everyone participate one censoredblocked transaction blockchain immutable often behave complete opposite way determine Webs future,https://twitter.com/NFTethics/status/1513215741637677065,NFTethics,ethics,80846,66,,13
24614,use legal tax loophole want use question question particular reason deleted tweet havent answered,https://twitter.com/NFTethics/status/1513203147442991109,NFTethics,ethics,80846,2,['mdudas'],0
24615,,https://twitter.com/Loopifyyy/status/1513202997874073604,Loopifyyy,ethics,201015,7,"['mdudas', 'NFTethics']",0
24620,Many successful people WebNFT space ability foretell happen tomorrow next month next year ability afterwards explain didnt happen Rinse repeat call serial entrepreneur,https://twitter.com/NFTethics/status/1513184704740184066,NFTethics,ethics,80846,137,,17
24651,U join anti scam discord man,https://twitter.com/NFT_Awareness/status/1512931756248342528,NFT_Awareness,ethics,5079,1,"['NFT_watchdog', 'ErrorZer0invest', 'thee_nftscout', 'cryptoShields', 'azukiboredapes', 'Jacob_Brandom', 'oneside_pixel', 'rugpullfinder', 'NFTethics', 'Ammo9168', 'zachxbt', 'nftscamtracker', 'NFTScrutiny', 'zerofucs123']",0
24674,think learnt value decentralisation crypto opened eye thing though normal okay narrative set want power,https://twitter.com/osf_nft/status/1512771787284746246,osf_nft,ethics,175358,12,['NFTethics'],1
24675,people say love decentralization often part centralized narrative centralized network requires exchange currently centralized FIAT money crypto abuse centralized way irony,https://twitter.com/NFTethics/status/1512770759730634759,NFTethics,ethics,80846,180,,65
24685,Haha literally everything posted debunked,https://twitter.com/0xHustler/status/1512583672465043459,0xHustler,ethics,93262,1,"['web3love', 'NFTethics', 'NFTherder']",0
24686,didnt prove anything Ive already proved wrong Nothing posted show actual shady activity charity used clip fake website someone bought name domain wrote wanted write kid Literally fact,https://twitter.com/0xHustler/status/1512583484065214465,0xHustler,ethics,93262,1,"['web3love', 'NFTethics', 'NFTherder']",0
24698,Big ups blowing case wide open,https://twitter.com/rugpullfinder/status/1512431227214897153,rugpullfinder,ethics,62324,59,"['blocksearch', 'zachxbt', 'NFTethics', 'rugpullfinder']",10
24711,beauty WebcryptoNFTs connects poor rich naif cynic moralist crook loyalist opportunist pretend winning ideology based hypocrisy immorality ignorance,https://twitter.com/NFTethics/status/1512385243365445634,NFTethics,ethics,80846,252,,46
24715,Hypocritical government failed respond digital globalization allowed certain VCsindividuals become financially dominant competing governmentscountries creating shadow financial market equally hypocritical foundation,https://twitter.com/NFTethics/status/1512377331498823681,NFTethics,ethics,80846,113,,22
24809,Living country tax supporting Web spirit,https://twitter.com/Loopifyyy/status/1512013236660539392,Loopifyyy,ethics,201015,45,['NFTethics'],2
24817,many understood irony pointed founder wanting get UAE residency tax purpose really support true Web spirit want support authoritarian state law antiWeb hypocritical,https://twitter.com/NFTethics/status/1512011213462544388,NFTethics,ethics,80846,149,,52
24826,time everyone WebcryptoNFT space supporting common goal make tech mainstream path diverging playing musical chair beautiful interplay human cooperation competition,https://twitter.com/NFTethics/status/1512000676016148483,NFTethics,ethics,80846,363,,49
24842,Tagging antiscammers NFT people TY,https://twitter.com/NFT_Awareness/status/1511728980314968075,NFT_Awareness,ethics,5079,5,"['rugpullfinder', 'NFTethics', 'NFTherder', 'cryptoShields', 'Ammo9168', 'ErrorZer0invest', 'zachxbt', 'nftscamtracker', 'NFT_watchdog', 'NFTScrutiny', 'zerofucs123']",2
24848,latter Pushed forward term hype adoption ratespeed backwards term ideology inequalityfairness,https://twitter.com/NFTethics/status/1511689634207748104,NFTethics,ethics,80846,7,,0
24858,WebNFT space regarded microcosm VC world based right connection buying low selling high overhyping lot phony philanthropy fake positivity soon shine light VCsindividuals involved pushing space forward,https://twitter.com/NFTethics/status/1511661920922882052,NFTethics,ethics,80846,321,,55
24864,hope creates feature allows user see blocked logged account cant access certain tweetsdiscussions creates transparency like blockchain key feature Web,https://twitter.com/NFTethics/status/1511659135267311617,NFTethics,ethics,80846,88,['Twitter'],12
24882,Theft tax system system easily gamed need voice space trust take authority take ethic idealism money stake hereour culture crosshairs,https://twitter.com/Xer0x_NFT/status/1511516802567880710,Xer0x_NFT,ethics,8871,5,"['XCOPYMAXPAIN', 'artnome']",0
24900,Ran room following really helped awesome people im sure others Im forgetting F,https://twitter.com/NFT_Awareness/status/1511375308800339979,NFT_Awareness,ethics,5079,4,"['NFTethics', 'rugpullfinder', 'brockpierson', 'nftscamtracker', 'NFTScrutiny', 'Jitcoin_', 'zerofucs123']",1
24915,uncommon insider know metadata reveal able snap rare item cheap Recently even son rd richest person world accused careful,https://twitter.com/NFTethics/status/1511342999313260544,NFTethics,ethics,80846,229,"['StarcatchersNFT', 'BokiNFT']",77
25024,quick reminder never blockedmuted anyone Twitter never one fundamental characteristic Web Many big influencers blocked u pretending Web evangelist practice preach often,https://twitter.com/NFTethics/status/1510958096348291081,NFTethics,ethics,80846,330,,33
25044,keep source DMs always confidential wont release unless sender would give u explicit written permission release DM conversation want doesnt show vindictive mission attack people,https://twitter.com/NFTethics/status/1510951797690613760,NFTethics,ethics,80846,3,"['farokh', 'joziausNFT', 'tailopez', 'farokh']",0
25053,behavior similar many Web influencers First FUDing Twitter suggesting thing wrong might create new social medium platform creates leverage buy dip Stock price go use platform shill,https://twitter.com/NFTethics/status/1510941601681526789,NFTethics,ethics,80846,137,['elonmusk'],20
25063,month ago exposed person behind one account involved big Canadian crypto exit scam convicted felon deported US changed name founder mysteriously died subject new documentary,https://twitter.com/NFTethics/status/1510926521447456768,NFTethics,ethics,80846,112,['zachxbt'],15
25068,see lot message seem suggest Web whoever want Lots people space pretend honest authentic altruistic often insincere fake selfish Real machination manipulation deception,https://twitter.com/NFTethics/status/1510919096858206210,NFTethics,ethics,80846,307,,51
25243,Ill tweet sec,https://twitter.com/NFT_Awareness/status/1510726604942712835,NFT_Awareness,ethics,5079,0,"['DaRaydoteth0561', 'WNTRjon', 'farokh', 'NFTethics', 'tailopez']",0
25424,Agreed,https://twitter.com/dachshundwizard/status/1510703415600418816,dachshundwizard,ethics,28246,0,"['InSightRH', 'NFTethics', 'julialikesnfts']",0
25482,still feel sorry hodling Nanopasses fam kek,https://twitter.com/dachshundwizard/status/1510691691774177284,dachshundwizard,ethics,28246,20,"['NFTeez_KO', 'NFTethics', 'julialikesnfts']",0
25484,really want good story DM rug puller liar outlined people public need warned promise Research guy write story,https://twitter.com/dachshundwizard/status/1510691449964150786,dachshundwizard,ethics,28246,24,"['NFTethics', 'julialikesnfts', 'xBenJamminx']",0
25491,luscious hair Farokh whoever guy hair clout,https://twitter.com/benitopagotto/status/1510690875244007429,benitopagotto,ethics,82278,15,"['farokh', 'cryptorooki3', 'NFTethics', 'tailopez']",0
25499,Actually girl pretending Julia Would hit hard,https://twitter.com/dachshundwizard/status/1510688704989319169,dachshundwizard,ethics,28246,13,"['NFTethics', 'julialikesnfts']",0
25500,follow anti scammer SUPER important learn new scam minting avoid People like,https://twitter.com/NFT_Awareness/status/1510688586764410883,NFT_Awareness,ethics,5079,6,"['Loopifyyy', 'cryptoShields', 'Ammo9168', 'ErrorZer0invest', 'nftscamtracker', 'NFT_watchdog', 'NFTherder', 'zerofucs123', 'zachxbt', 'NFTethics']",1
25502,hahaha,https://twitter.com/dachshundwizard/status/1510688312222109696,dachshundwizard,ethics,28246,2,"['NFTethics', 'julialikesnfts', 'DonThomasoso']",0
25507,Like dayum Okay support cause like Julia thing waste energy known Move onto bigger problem andor try make money space,https://twitter.com/dachshundwizard/status/1510687725300551681,dachshundwizard,ethics,28246,49,"['NFTethics', 'julialikesnfts']",1
25511,lol known long,https://twitter.com/dachshundwizard/status/1510686979565842433,dachshundwizard,ethics,28246,80,"['NFTethics', 'julialikesnfts']",0
25515,couldnt one person bought different wallet believe problematic,https://twitter.com/osf_nft/status/1510685333926653953,osf_nft,ethics,175358,4,"['NFTethics', 'fRiENDSiES_Ai', 'ChristiesInc']",0
25518,oh man gifted many bored ape,https://twitter.com/Loopifyyy/status/1510684574233288709,Loopifyyy,ethics,201015,81,"['NFTethics', 'julialikesnfts']",0
25532,doxxed many anon influencers NFT space often easy cant technically speak doxxing informed view communicated past week research thing start become clear,https://twitter.com/NFTethics/status/1510682110318817285,NFTethics,ethics,80846,62,,4
25575,literally become toxic cancel culture see DMs vindictive mission attack people,https://twitter.com/farokh/status/1510672753489170434,farokh,ethics,333161,9,"['joziausNFT', 'NFTethics', 'tailopez']",0
25594,posted screenshots thing make look like different thing,https://twitter.com/farokh/status/1510670372609294337,farokh,ethics,333161,6,"['NFTethics', 'tailopez']",0
25595,ever communication NFT influencer likely man pretend female Full story,https://twitter.com/NFTethics/status/1510670370717716481,NFTethics,ethics,80846,625,['julialikesnfts'],158
25596,literally coming people like Deeze Shiny Amir etc nothing lately even ask proof answer post thing hurt people opticwise Idgi,https://twitter.com/farokh/status/1510670211749335044,farokh,ethics,333161,28,"['cryptorooki3', 'NFTethics', 'tailopez']",0
25598,informationproof showing showing screenshots podcast Jacob Kelly back added couple name description remove since realized Youve lost touch,https://twitter.com/farokh/status/1510669743233003523,farokh,ethics,333161,58,"['NFTethics', 'tailopez']",0
25602,story actually worse Tai client Farokhs company Good Life mentioned multiple website reference client like GaryVee Tais name removed screenshots still,https://twitter.com/NFTethics/status/1510668498858655748,NFTethics,ethics,80846,149,"['farokh', 'tailopez']",28
25620,influencers tell great project understand please note expert know founder personally ignorant idiot mint fault go wrong WAGMI,https://twitter.com/NFTethics/status/1510654457188659205,NFTethics,ethics,80846,173,,32
25623,Never said anyone remain silent one perfect absolutely weighing good bad Evaluation important,https://twitter.com/osf_nft/status/1510652324422864896,osf_nft,ethics,175358,4,['NFTethics'],0
25628,ever notice unethical behavior space anyone first check much good contributed NFT space realize contributed anything therefore simply remain silent WAGMI,https://twitter.com/NFTethics/status/1510650496012464132,NFTethics,ethics,80846,113,,15
25657,nightmare scenario foundation Metaverse built charlatan possibly current scenario Metaverse completely regulated AI algorithm Orwellian way possibly future scenario Finding middle way key,https://twitter.com/NFTethics/status/1510635479124824064,NFTethics,ethics,80846,163,,18
25660,Would problem disclosed influencer believe additional NFT could purchased gave access thought reasonable Doodles one many project influencers given mint pass,https://twitter.com/osf_nft/status/1510539529488379904,osf_nft,ethics,175358,4,"['zachxbt', 'NFTethics', 'fRiENDSiES_Ai']",0
25707,tweet served purpose show reasonably early active NFT space connected many currently quite prominent NFT influencers,https://twitter.com/NFTethics/status/1510285373917831173,NFTethics,ethics,80846,6,"['artskooltourist', 'Friendswithyou']",0
25708,Sorry Im confused problem doesnt mean one buyer three problem exactly,https://twitter.com/osf_nft/status/1510283528142946307,osf_nft,ethics,175358,12,"['NFTethics', 'fRiENDSiES_Ai', 'ChristiesInc']",0
25725,already provided much information big thread confirm piece sold ETH transferred wallet wallet connected uncommon art world,https://twitter.com/NFTethics/status/1510278417417129990,NFTethics,ethics,80846,133,"['fRiENDSiES_Ai', 'ChristiesInc']",21
25734,Theres lot like structure drop rewarding rich friend rares sucker mean average collector get access right top worry tHeE cOMuNiTy,https://twitter.com/jesse_altman/status/1510263753874583563,jesse_altman,ethics,12579,14,"['zachxbt', 'NFTethics', 'fRiENDSiES_Ai']",0
25739,thread written project one free market important know often manipulated space Perverse incentive become norm,https://twitter.com/NFTethics/status/1510257974706679813,NFTethics,ethics,80846,28,['fauxcondor'],2
25740,Dutch Auction true sense word certainly earlier buy rare NFT however example NFT space work insider hyping venturesprojectsartists benefit,https://twitter.com/NFTethics/status/1510257970579492864,NFTethics,ethics,80846,44,,4
25741,part inner circle project individual literally even say best friend certainly able benefit generosity altruism inclusivity project otherwise simply pay high price,https://twitter.com/NFTethics/status/1510257968025112583,NFTethics,ethics,80846,16,,2
25742,project artist right connection necessarily shown track record NFT space roadmap vague even non existent soon revealed depend community want,https://twitter.com/NFTethics/status/1510257961133875211,NFTethics,ethics,80846,15,,2
25743,people complained time Discord got hacked didnt contribute good vibe minor point almost project say day anymore Discord hasnt hacked,https://twitter.com/NFTethics/status/1510257955190579204,NFTethics,ethics,80846,8,,0
25744,talking diversity know seems think BAYC racist accused racism Well attachment show Life ironic sometimes,https://twitter.com/NFTethics/status/1510257949406633994,NFTethics,ethics,80846,18,['Friendswithyou'],2
25746,see lot message generosity altruism friendship applies especially true friend friendsies received free mint shill ecosystem powered love good vibe friendship,https://twitter.com/NFTethics/status/1510257939436691465,NFTethics,ethics,80846,22,,1
25748,see lot message inclusive start Dutch Auction ETH buy early able snap rare trait favoring rich really inclusive,https://twitter.com/NFTethics/status/1510257934831435778,NFTethics,ethics,80846,26,,0
25749,see lot community specific people part community respond certain message see,https://twitter.com/NFTethics/status/1510257929903087617,NFTethics,ethics,80846,19,,2
25750,uncommon art world let u look message Friendswithyou want send world relate behavior consistent practice preach,https://twitter.com/NFTethics/status/1510257924018483201,NFTethics,ethics,80846,17,,0
25751,seen auction Christies couple day ago mint pass Friendswithyou sold lot money dive transaction see account bought ETH way interconnected,https://twitter.com/NFTethics/status/1510257917840220161,NFTethics,ethics,80846,26,,2
25752,Unnecessary say people often financial incentive become increasingly clear think decentralized world actually small centralized group benefit NFT space,https://twitter.com/NFTethics/status/1510257911301349378,NFTethics,ethics,80846,46,,2
25753,often influencers large following Farokh Deeze Ohhshiny blocked u next week discus billionaire active NFT space lot interview,https://twitter.com/NFTethics/status/1510257905299300367,NFTethics,ethics,80846,27,,2
25758,influencers promoting w free mint get additional rarity,https://twitter.com/zachxbt/status/1510250627733012486,zachxbt,ethics,338180,45,"['NFTethics', 'fRiENDSiES_Ai']",6
25770,Lots influencers shilling got gifted free mint,https://twitter.com/zachxbt/status/1510245095714471936,zachxbt,ethics,338180,16,"['y0gi_bear', 'NFTethics', 'fRiENDSiES_Ai']",0
25781,like bc additional rarity early minter w DA encourage fomo buying b top end auction insanity pfp project,https://twitter.com/zachxbt/status/1510242419312365570,zachxbt,ethics,338180,87,"['NFTethics', 'fRiENDSiES_Ai']",3
25799,good though bc least added emojis,https://twitter.com/zachxbt/status/1510234592187494405,zachxbt,ethics,338180,73,"['NFTethics', 'fRiENDSiES_Ai']",2
25808,Yes receive around DMs per day read make priority term think worthwhile researching information allowed u get good understanding space Twitters recent DM search feature helped,https://twitter.com/NFTethics/status/1510232750284017670,NFTethics,ethics,80846,13,,0
25817,appreciate constructive feedback always,https://twitter.com/NFTethics/status/1510231204498452485,NFTethics,ethics,80846,97,,9
25842,Quite people messaged u opinion Dutch Auction later today could bring million USD afraid speak project shilled many big influencers thread later today,https://twitter.com/NFTethics/status/1510182444749705217,NFTethics,ethics,80846,304,['fRiENDSiES_Ai'],58
25869,Funny Coles name alway come sketchy behavior,https://twitter.com/zachxbt/status/1509944475619049477,zachxbt,ethics,338180,35,"['NFTethics', 'CowgirlsNFT', 'pudgy_penguins', 'ColeThereum']",3
25889,whole gamingesports scene completely corrupted many people currently active NFT space pretending honest exposed Kquid cheating turned biggest cheater denied first hypocritical,https://twitter.com/NFTethics/status/1509878778335576068,NFTethics,ethics,80846,11,['serpentau'],1
25895,said article publicity stunt almost suggesting information article fake fabricated original tweet reference purpose,https://twitter.com/NFTethics/status/1509876606369771522,NFTethics,ethics,80846,4,['serpentau'],0
25904,impossible IRL possible NFT world Two dating founder took advice drain wallet joke hope fix community Full story head mod,https://twitter.com/NFTethics/status/1509869056811274240,NFTethics,ethics,80846,118,"['CowgirlsNFT', 'pudgy_penguins', 'ColeThereum']",37
25909,hope make video public,https://twitter.com/NFTethics/status/1509866314621460481,NFTethics,ethics,80846,8,['serpentau'],1
25919,Today say never banned Fortnite Almost two year ago said banned Today say violation term service two year ago even dropped organization Overtime Gaming,https://twitter.com/NFTethics/status/1509862131801468928,NFTethics,ethics,80846,53,['serpentau'],14
25930,contact want work usually look pfp project,https://twitter.com/wildalps/status/1509856508141621258,wildalps,ethics,34940,2,"['moondust_36', 'nftanothersigma', 'PtiteAngele', 'NFTethics']",0
